Todesursache;Total_TU;Alter;Todesfälle;Total_AK;Jahr;Geschlecht;Grösse;Kategorie
AIDS;315.0;45-64J;72.0;5182.0;1996;Mann;0.013894249324585103;Infektiöse Krankheiten
Bösartige Tumoren;8394.0;45-64J;1969.0;5182.0;1996;Mann;0.37996912389038984;Bösartige Tumoren
Magen;395.0;45-64J;79.0;5182.0;1996;Mann;0.015245079120030876;Bösartige Tumoren
Dickdarm;580.0;45-64J;120.0;5182.0;1996;Mann;0.023157082207641837;Bösartige Tumoren
Lunge;1974.0;45-64J;582.0;5182.0;1996;Mann;0.11231184870706291;Bösartige Tumoren
Brust;6.0;45-64J;1.0;5182.0;1996;Mann;0.00019297568506368199;Bösartige Tumoren
Prostata;1298.0;45-64J;82.0;5182.0;1996;Mann;0.015824006175221922;Bösartige Tumoren
Diabetes mellitus;808.0;45-64J;103.0;5182.0;1996;Mann;0.019876495561559245;Diabetes mellitus
Demenz;728.0;45-64J;15.0;5182.0;1996;Mann;0.0028946352759552296;Demenz
Kreislaufsystem;11560.0;45-64J;1368.0;5182.0;1996;Mann;0.26399073716711696;Kreislaufsystem
Herzkrankheiten  insgesamt;8748.0;45-64J;1128.0;5182.0;1996;Mann;0.21767657275183327;Kreislaufsystem
Ischämische Herzkrankheiten;5640.0;45-64J;766.0;5182.0;1996;Mann;0.1478193747587804;Kreislaufsystem
Lungenembolie;132.0;45-64J;16.0;5182.0;1996;Mann;0.0030876109610189118;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1954.0;45-64J;156.0;5182.0;1996;Mann;0.03010420686993439;Kreislaufsystem
Atmungsorgane insgesamt;2074.0;45-64J;187.0;5182.0;1996;Mann;0.03608645310690853;Atmungsorgane insgesamt
Grippe;65.0;45-64J;5.0;5182.0;1996;Mann;0.0009648784253184099;Atmungsorgane insgesamt
Pneumonie;482.0;45-64J;32.0;5182.0;1996;Mann;0.0061752219220378235;Atmungsorgane insgesamt
Chronische Bronchitis;1134.0;45-64J;97.0;5182.0;1996;Mann;0.018718641451177152;Atmungsorgane insgesamt
Asthma;135.0;45-64J;21.0;5182.0;1996;Mann;0.004052489386337322;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;417.0;45-64J;210.0;5182.0;1996;Mann;0.04052489386337321;Alkoholische Leberzirrhose
Harnorgane;242.0;45-64J;21.0;5182.0;1996;Mann;0.004052489386337322;Harnorgane
Kongenitale Missbildungen;154.0;45-64J;22.0;5182.0;1996;Mann;0.0042454650714010035;Kongenitale Missbildungen
Perinatale Todesursachen;108.0;45-64J;0.0;5182.0;1996;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2280.0;45-64J;580.0;5182.0;1996;Mann;0.11192589733693555;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1168.0;45-64J;232.0;5182.0;1996;Mann;0.04477035893477422;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;421.0;45-64J;80.0;5182.0;1996;Mann;0.015438054805094558;Unfälle und Gewalteinwirkungen
Suizid;1010.0;45-64J;317.0;5182.0;1996;Mann;0.06117329216518719;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;546.0;65-84J;127.0;16305.0;1996;Mann;0.0077890217724624344;Infektiöse Krankheiten
Tuberkulose;24.0;65-84J;13.0;16305.0;1996;Mann;0.0007973014412756823;Infektiöse Krankheiten
AIDS;315.0;65-84J;9.0;16305.0;1996;Mann;0.0005519779208831647;Infektiöse Krankheiten
Bösartige Tumoren;8394.0;65-84J;5001.0;16305.0;1996;Mann;0.30671573137074515;Bösartige Tumoren
Magen;395.0;65-84J;246.0;16305.0;1996;Mann;0.015087396504139835;Bösartige Tumoren
Dickdarm;580.0;65-84J;352.0;16305.0;1996;Mann;0.021588469794541553;Bösartige Tumoren
Lunge;1974.0;65-84J;1243.0;16305.0;1996;Mann;0.07623428396197486;Bösartige Tumoren
Brust;6.0;65-84J;4.0;16305.0;1996;Mann;0.00024532352039251763;Bösartige Tumoren
Prostata;1298.0;65-84J;852.0;16305.0;1996;Mann;0.052253909843606255;Bösartige Tumoren
Diabetes mellitus;808.0;65-84J;504.0;16305.0;1996;Mann;0.030910763569457222;Diabetes mellitus
Demenz;728.0;65-84J;372.0;16305.0;1996;Mann;0.02281508739650414;Demenz
Kreislaufsystem;11560.0;65-84J;6625.0;16305.0;1996;Mann;0.40631708065010735;Kreislaufsystem
Herzkrankheiten  insgesamt;8748.0;65-84J;4996.0;16305.0;1996;Mann;0.30640907697025455;Kreislaufsystem
Ischämische Herzkrankheiten;5640.0;65-84J;3403.0;16305.0;1996;Mann;0.20870898497393436;Kreislaufsystem
Lungenembolie;132.0;65-84J;77.0;16305.0;1996;Mann;0.004722477767555964;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1954.0;65-84J;1115.0;16305.0;1996;Mann;0.0683839313094143;Kreislaufsystem
Atmungsorgane insgesamt;2074.0;65-84J;1214.0;16305.0;1996;Mann;0.0744556884391291;Atmungsorgane insgesamt
Grippe;65.0;65-84J;24.0;16305.0;1996;Mann;0.0014719411223551057;Atmungsorgane insgesamt
Pneumonie;482.0;65-84J;201.0;16305.0;1996;Mann;0.01232750689972401;Atmungsorgane insgesamt
Chronische Bronchitis;1134.0;65-84J;752.0;16305.0;1996;Mann;0.04612082183379331;Atmungsorgane insgesamt
Asthma;135.0;65-84J;82.0;16305.0;1996;Mann;0.005029132168046612;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;417.0;65-84J;169.0;16305.0;1996;Mann;0.01036491873658387;Alkoholische Leberzirrhose
Harnorgane;242.0;65-84J;134.0;16305.0;1996;Mann;0.00821833793314934;Harnorgane
Kongenitale Missbildungen;154.0;65-84J;17.0;16305.0;1996;Mann;0.0010426249616682;Kongenitale Missbildungen
Perinatale Todesursachen;108.0;65-84J;0.0;16305.0;1996;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2280.0;65-84J;567.0;16305.0;1996;Mann;0.03477460901563938;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1168.0;65-84J;332.0;16305.0;1996;Mann;0.020361852192578963;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;421.0;65-84J;88.0;16305.0;1996;Mann;0.005397117448635388;Unfälle und Gewalteinwirkungen
Suizid;1010.0;65-84J;215.0;16305.0;1996;Mann;0.013186139221097824;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;546.0;85+;47.0;6807.0;1996;Mann;0.0069046569707653885;Infektiöse Krankheiten
Tuberkulose;24.0;85+;7.0;6807.0;1996;Mann;0.001028353165858675;Infektiöse Krankheiten
AIDS;315.0;85+;0.0;6807.0;1996;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;8394.0;85+;1179.0;6807.0;1996;Mann;0.17320405464962538;Bösartige Tumoren
Magen;395.0;85+;52.0;6807.0;1996;Mann;0.007639194946378728;Bösartige Tumoren
Dickdarm;580.0;85+;100.0;6807.0;1996;Mann;0.014690759512266784;Bösartige Tumoren
Lunge;1974.0;85+;113.0;6807.0;1996;Mann;0.016600558248861468;Bösartige Tumoren
Brust;6.0;85+;1.0;6807.0;1996;Mann;0.00014690759512266783;Bösartige Tumoren
Prostata;1298.0;85+;363.0;6807.0;1996;Mann;0.05332745702952843;Bösartige Tumoren
Diabetes mellitus;808.0;85+;183.0;6807.0;1996;Mann;0.026884089907448214;Diabetes mellitus
Demenz;728.0;85+;341.0;6807.0;1996;Mann;0.05009548993682973;Demenz
Kreislaufsystem;11560.0;85+;3358.0;6807.0;1996;Mann;0.49331570442191863;Kreislaufsystem
Herzkrankheiten  insgesamt;8748.0;85+;2442.0;6807.0;1996;Mann;0.35874834728955485;Kreislaufsystem
Ischämische Herzkrankheiten;5640.0;85+;1379.0;6807.0;1996;Mann;0.20258557367415894;Kreislaufsystem
Lungenembolie;132.0;85+;36.0;6807.0;1996;Mann;0.005288673424416042;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1954.0;85+;667.0;6807.0;1996;Mann;0.09798736594681945;Kreislaufsystem
Atmungsorgane insgesamt;2074.0;85+;644.0;6807.0;1996;Mann;0.09460849125899809;Atmungsorgane insgesamt
Grippe;65.0;85+;36.0;6807.0;1996;Mann;0.005288673424416042;Atmungsorgane insgesamt
Pneumonie;482.0;85+;239.0;6807.0;1996;Mann;0.03511091523431761;Atmungsorgane insgesamt
Chronische Bronchitis;1134.0;85+;279.0;6807.0;1996;Mann;0.04098721903922433;Atmungsorgane insgesamt
Asthma;135.0;85+;26.0;6807.0;1996;Mann;0.003819597473189364;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;417.0;85+;10.0;6807.0;1996;Mann;0.0014690759512266784;Alkoholische Leberzirrhose
Harnorgane;242.0;85+;83.0;6807.0;1996;Mann;0.012193330395181431;Harnorgane
Kongenitale Missbildungen;154.0;85+;2.0;6807.0;1996;Mann;0.00029381519024533566;Kongenitale Missbildungen
Perinatale Todesursachen;108.0;85+;0.0;6807.0;1996;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2280.0;85+;221.0;6807.0;1996;Mann;0.032466578522109595;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1168.0;85+;178.0;6807.0;1996;Mann;0.026149551931834877;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;421.0;85+;10.0;6807.0;1996;Mann;0.0014690759512266784;Unfälle und Gewalteinwirkungen
Suizid;1010.0;85+;39.0;6807.0;1996;Mann;0.0057293962097840455;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;470.0;0-1J;1.0;201.0;1997;Mann;0.004975124378109453;Infektiöse Krankheiten
Tuberkulose;24.0;0-1J;0.0;201.0;1997;Mann;0.0;Infektiöse Krankheiten
AIDS;161.0;0-1J;0.0;201.0;1997;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;8308.0;0-1J;1.0;201.0;1997;Mann;0.004975124378109453;Bösartige Tumoren
Magen;409.0;0-1J;0.0;201.0;1997;Mann;0.0;Bösartige Tumoren
Dickdarm;616.0;0-1J;0.0;201.0;1997;Mann;0.0;Bösartige Tumoren
Lunge;1979.0;0-1J;0.0;201.0;1997;Mann;0.0;Bösartige Tumoren
Brust;10.0;0-1J;0.0;201.0;1997;Mann;0.0;Bösartige Tumoren
Prostata;1276.0;0-1J;0.0;201.0;1997;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;636.0;0-1J;0.0;201.0;1997;Mann;0.0;Diabetes mellitus
Demenz;659.0;0-1J;0.0;201.0;1997;Mann;0.0;Demenz
Kreislaufsystem;11722.0;0-1J;5.0;201.0;1997;Mann;0.024875621890547265;Kreislaufsystem
Herzkrankheiten  insgesamt;8865.0;0-1J;4.0;201.0;1997;Mann;0.01990049751243781;Kreislaufsystem
Ischämische Herzkrankheiten;5712.0;0-1J;0.0;201.0;1997;Mann;0.0;Kreislaufsystem
Lungenembolie;143.0;0-1J;0.0;201.0;1997;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1956.0;0-1J;0.0;201.0;1997;Mann;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2392.0;0-1J;2.0;201.0;1997;Mann;0.009950248756218905;Atmungsorgane insgesamt
Grippe;108.0;0-1J;0.0;201.0;1997;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;656.0;0-1J;0.0;201.0;1997;Mann;0.0;Atmungsorgane insgesamt
Chronische Bronchitis;1210.0;0-1J;0.0;201.0;1997;Mann;0.0;Atmungsorgane insgesamt
Asthma;117.0;0-1J;0.0;201.0;1997;Mann;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;407.0;0-1J;0.0;201.0;1997;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;237.0;0-1J;0.0;201.0;1997;Mann;0.0;Harnorgane
Kongenitale Missbildungen;152.0;0-1J;67.0;201.0;1997;Mann;0.3333333333333333;Kongenitale Missbildungen
Perinatale Todesursachen;86.0;0-1J;83.0;201.0;1997;Mann;0.4129353233830846;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2289.0;0-1J;3.0;201.0;1997;Mann;0.014925373134328358;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1218.0;0-1J;3.0;201.0;1997;Mann;0.014925373134328358;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;401.0;0-1J;0.0;201.0;1997;Mann;0.0;Unfälle und Gewalteinwirkungen
Suizid;963.0;0-1J;0.0;201.0;1997;Mann;0.0;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;470.0;1-14J;4.0;124.0;1997;Mann;0.03225806451612903;Infektiöse Krankheiten
Tuberkulose;24.0;1-14J;0.0;124.0;1997;Mann;0.0;Infektiöse Krankheiten
AIDS;161.0;1-14J;2.0;124.0;1997;Mann;0.016129032258064516;Infektiöse Krankheiten
Bösartige Tumoren;8308.0;1-14J;17.0;124.0;1997;Mann;0.13709677419354838;Bösartige Tumoren
Magen;409.0;1-14J;0.0;124.0;1997;Mann;0.0;Bösartige Tumoren
Dickdarm;616.0;1-14J;0.0;124.0;1997;Mann;0.0;Bösartige Tumoren
Lunge;1979.0;1-14J;0.0;124.0;1997;Mann;0.0;Bösartige Tumoren
Brust;10.0;1-14J;0.0;124.0;1997;Mann;0.0;Bösartige Tumoren
Prostata;1276.0;1-14J;0.0;124.0;1997;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;636.0;1-14J;0.0;124.0;1997;Mann;0.0;Diabetes mellitus
Demenz;659.0;1-14J;0.0;124.0;1997;Mann;0.0;Demenz
Kreislaufsystem;11722.0;1-14J;4.0;124.0;1997;Mann;0.03225806451612903;Kreislaufsystem
Herzkrankheiten  insgesamt;8865.0;1-14J;3.0;124.0;1997;Mann;0.024193548387096774;Kreislaufsystem
Ischämische Herzkrankheiten;5712.0;1-14J;0.0;124.0;1997;Mann;0.0;Kreislaufsystem
Lungenembolie;143.0;1-14J;0.0;124.0;1997;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1956.0;1-14J;1.0;124.0;1997;Mann;0.008064516129032258;Kreislaufsystem
Atmungsorgane insgesamt;2392.0;1-14J;2.0;124.0;1997;Mann;0.016129032258064516;Atmungsorgane insgesamt
Grippe;108.0;1-14J;0.0;124.0;1997;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;656.0;1-14J;0.0;124.0;1997;Mann;0.0;Atmungsorgane insgesamt
Chronische Bronchitis;1210.0;1-14J;0.0;124.0;1997;Mann;0.0;Atmungsorgane insgesamt
Asthma;117.0;1-14J;0.0;124.0;1997;Mann;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;407.0;1-14J;0.0;124.0;1997;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;237.0;1-14J;0.0;124.0;1997;Mann;0.0;Harnorgane
Kongenitale Missbildungen;152.0;1-14J;16.0;124.0;1997;Mann;0.12903225806451613;Kongenitale Missbildungen
Perinatale Todesursachen;86.0;1-14J;2.0;124.0;1997;Mann;0.016129032258064516;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2289.0;1-14J;52.0;124.0;1997;Mann;0.41935483870967744;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1218.0;1-14J;47.0;124.0;1997;Mann;0.3790322580645161;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;401.0;1-14J;22.0;124.0;1997;Mann;0.1774193548387097;Unfälle und Gewalteinwirkungen
Suizid;963.0;1-14J;2.0;124.0;1997;Mann;0.016129032258064516;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;470.0;15-44J;142.0;1911.0;1997;Mann;0.07430664573521717;Infektiöse Krankheiten
Tuberkulose;24.0;15-44J;2.0;1911.0;1997;Mann;0.0010465724751439038;Infektiöse Krankheiten
AIDS;161.0;15-44J;116.0;1911.0;1997;Mann;0.06070120355834641;Infektiöse Krankheiten
Bösartige Tumoren;8308.0;15-44J;218.0;1911.0;1997;Mann;0.1140763997906855;Bösartige Tumoren
Magen;409.0;15-44J;5.0;1911.0;1997;Mann;0.0026164311878597592;Bösartige Tumoren
Dickdarm;616.0;15-44J;5.0;1911.0;1997;Mann;0.0026164311878597592;Bösartige Tumoren
Lunge;1979.0;15-44J;43.0;1911.0;1997;Mann;0.02250130821559393;Bösartige Tumoren
Brust;10.0;15-44J;0.0;1911.0;1997;Mann;0.0;Bösartige Tumoren
Prostata;1276.0;15-44J;1.0;1911.0;1997;Mann;0.0005232862375719519;Bösartige Tumoren
Diabetes mellitus;636.0;15-44J;6.0;1911.0;1997;Mann;0.0031397174254317113;Diabetes mellitus
Demenz;659.0;15-44J;0.0;1911.0;1997;Mann;0.0;Demenz
Kreislaufsystem;11722.0;15-44J;214.0;1911.0;1997;Mann;0.1119832548403977;Kreislaufsystem
Herzkrankheiten  insgesamt;8865.0;15-44J;175.0;1911.0;1997;Mann;0.09157509157509157;Kreislaufsystem
Ischämische Herzkrankheiten;5712.0;15-44J;99.0;1911.0;1997;Mann;0.05180533751962323;Kreislaufsystem
Lungenembolie;143.0;15-44J;7.0;1911.0;1997;Mann;0.003663003663003663;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1956.0;15-44J;33.0;1911.0;1997;Mann;0.01726844583987441;Kreislaufsystem
Atmungsorgane insgesamt;2392.0;15-44J;23.0;1911.0;1997;Mann;0.012035583464154892;Atmungsorgane insgesamt
Grippe;108.0;15-44J;2.0;1911.0;1997;Mann;0.0010465724751439038;Atmungsorgane insgesamt
Pneumonie;656.0;15-44J;7.0;1911.0;1997;Mann;0.003663003663003663;Atmungsorgane insgesamt
Chronische Bronchitis;1210.0;15-44J;3.0;1911.0;1997;Mann;0.0015698587127158557;Atmungsorgane insgesamt
Asthma;117.0;15-44J;5.0;1911.0;1997;Mann;0.0026164311878597592;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;407.0;15-44J;35.0;1911.0;1997;Mann;0.018315018315018316;Alkoholische Leberzirrhose
Harnorgane;237.0;15-44J;2.0;1911.0;1997;Mann;0.0010465724751439038;Harnorgane
Kongenitale Missbildungen;152.0;15-44J;18.0;1911.0;1997;Mann;0.009419152276295133;Kongenitale Missbildungen
Perinatale Todesursachen;86.0;15-44J;1.0;1911.0;1997;Mann;0.0005232862375719519;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2289.0;15-44J;860.0;1911.0;1997;Mann;0.4500261643118786;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1218.0;15-44J;399.0;1911.0;1997;Mann;0.2087912087912088;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;401.0;15-44J;217.0;1911.0;1997;Mann;0.11355311355311355;Unfälle und Gewalteinwirkungen
Suizid;963.0;15-44J;412.0;1911.0;1997;Mann;0.21559392987964415;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;470.0;45-64J;88.0;5301.0;1997;Mann;0.01660064138841728;Infektiöse Krankheiten
Tuberkulose;24.0;45-64J;4.0;5301.0;1997;Mann;0.0007545746085644218;Infektiöse Krankheiten
AIDS;161.0;45-64J;34.0;5301.0;1997;Mann;0.006413884172797585;Infektiöse Krankheiten
Bösartige Tumoren;8308.0;45-64J;2073.0;5301.0;1997;Mann;0.39105829088851163;Bösartige Tumoren
Magen;409.0;45-64J;95.0;5301.0;1997;Mann;0.017921146953405017;Bösartige Tumoren
Dickdarm;616.0;45-64J;148.0;5301.0;1997;Mann;0.027919260516883607;Bösartige Tumoren
Lunge;1979.0;45-64J;625.0;5301.0;1997;Mann;0.11790228258819091;Bösartige Tumoren
Brust;10.0;45-64J;5.0;5301.0;1997;Mann;0.0009432182607055273;Bösartige Tumoren
Prostata;1276.0;45-64J;65.0;5301.0;1997;Mann;0.012261837389171854;Bösartige Tumoren
Diabetes mellitus;636.0;45-64J;95.0;5301.0;1997;Mann;0.017921146953405017;Diabetes mellitus
Demenz;659.0;45-64J;11.0;5301.0;1997;Mann;0.00207508017355216;Demenz
Kreislaufsystem;11722.0;45-64J;1457.0;5301.0;1997;Mann;0.27485380116959063;Kreislaufsystem
Herzkrankheiten  insgesamt;8865.0;45-64J;1198.0;5301.0;1997;Mann;0.22599509526504433;Kreislaufsystem
Ischämische Herzkrankheiten;5712.0;45-64J;833.0;5301.0;1997;Mann;0.15714016223354085;Kreislaufsystem
Lungenembolie;143.0;45-64J;15.0;5301.0;1997;Mann;0.0028296547821165816;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1956.0;45-64J;175.0;5301.0;1997;Mann;0.03301263912469345;Kreislaufsystem
Atmungsorgane insgesamt;2392.0;45-64J;152.0;5301.0;1997;Mann;0.02867383512544803;Atmungsorgane insgesamt
Grippe;108.0;45-64J;2.0;5301.0;1997;Mann;0.0003772873042822109;Atmungsorgane insgesamt
Pneumonie;656.0;45-64J;26.0;5301.0;1997;Mann;0.004904734955668742;Atmungsorgane insgesamt
Chronische Bronchitis;1210.0;45-64J;89.0;5301.0;1997;Mann;0.016789285040558384;Atmungsorgane insgesamt
Asthma;117.0;45-64J;17.0;5301.0;1997;Mann;0.0032069420863987926;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;407.0;45-64J;216.0;5301.0;1997;Mann;0.04074702886247878;Alkoholische Leberzirrhose
Harnorgane;237.0;45-64J;11.0;5301.0;1997;Mann;0.00207508017355216;Harnorgane
Kongenitale Missbildungen;152.0;45-64J;24.0;5301.0;1997;Mann;0.004527447651386531;Kongenitale Missbildungen
Perinatale Todesursachen;86.0;45-64J;0.0;5301.0;1997;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2289.0;45-64J;604.0;5301.0;1997;Mann;0.1139407658932277;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1218.0;45-64J;260.0;5301.0;1997;Mann;0.049047349556687415;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;401.0;45-64J;76.0;5301.0;1997;Mann;0.014336917562724014;Unfälle und Gewalteinwirkungen
Suizid;963.0;45-64J;310.0;5301.0;1997;Mann;0.05847953216374269;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;470.0;65-84J;182.0;16024.0;1997;Mann;0.011357963055416875;Infektiöse Krankheiten
Tuberkulose;24.0;65-84J;14.0;16024.0;1997;Mann;0.000873689465801298;Infektiöse Krankheiten
AIDS;161.0;65-84J;9.0;16024.0;1997;Mann;0.0005616575137294059;Infektiöse Krankheiten
Bösartige Tumoren;8308.0;65-84J;4848.0;16024.0;1997;Mann;0.30254618072890666;Bösartige Tumoren
Magen;409.0;65-84J;250.0;16024.0;1997;Mann;0.015601597603594608;Bösartige Tumoren
Dickdarm;616.0;65-84J;364.0;16024.0;1997;Mann;0.02271592611083375;Bösartige Tumoren
Lunge;1979.0;65-84J;1190.0;16024.0;1997;Mann;0.07426360459311034;Bösartige Tumoren
Brust;10.0;65-84J;4.0;16024.0;1997;Mann;0.00024962556165751375;Bösartige Tumoren
Prostata;1276.0;65-84J;857.0;16024.0;1997;Mann;0.053482276585122314;Bösartige Tumoren
Diabetes mellitus;636.0;65-84J;401.0;16024.0;1997;Mann;0.02502496255616575;Diabetes mellitus
Demenz;659.0;65-84J;363.0;16024.0;1997;Mann;0.02265351972041937;Demenz
Kreislaufsystem;11722.0;65-84J;6505.0;16024.0;1997;Mann;0.4059535696455317;Kreislaufsystem
Herzkrankheiten  insgesamt;8865.0;65-84J;4878.0;16024.0;1997;Mann;0.304418372441338;Kreislaufsystem
Ischämische Herzkrankheiten;5712.0;65-84J;3333.0;16024.0;1997;Mann;0.20800049925112332;Kreislaufsystem
Lungenembolie;143.0;65-84J;82.0;16024.0;1997;Mann;0.005117324013979032;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1956.0;65-84J;1088.0;16024.0;1997;Mann;0.06789815277084374;Kreislaufsystem
Atmungsorgane insgesamt;2392.0;65-84J;1383.0;16024.0;1997;Mann;0.08630803794308538;Atmungsorgane insgesamt
Grippe;108.0;65-84J;41.0;16024.0;1997;Mann;0.002558662006989516;Atmungsorgane insgesamt
Pneumonie;656.0;65-84J;292.0;16024.0;1997;Mann;0.018222666000998502;Atmungsorgane insgesamt
Chronische Bronchitis;1210.0;65-84J;813.0;16024.0;1997;Mann;0.050736395406889664;Atmungsorgane insgesamt
Asthma;117.0;65-84J;67.0;16024.0;1997;Mann;0.004181228157763355;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;407.0;65-84J;151.0;16024.0;1997;Mann;0.009423364952571144;Alkoholische Leberzirrhose
Harnorgane;237.0;65-84J;134.0;16024.0;1997;Mann;0.00836245631552671;Harnorgane
Kongenitale Missbildungen;152.0;65-84J;24.0;16024.0;1997;Mann;0.0014977533699450823;Kongenitale Missbildungen
Perinatale Todesursachen;86.0;65-84J;0.0;16024.0;1997;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2289.0;65-84J;546.0;16024.0;1997;Mann;0.03407388916625063;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1218.0;65-84J;319.0;16024.0;1997;Mann;0.01990763854218672;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;401.0;65-84J;76.0;16024.0;1997;Mann;0.004742885671492761;Unfälle und Gewalteinwirkungen
Suizid;963.0;65-84J;206.0;16024.0;1997;Mann;0.012855716425361957;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;470.0;85+;53.0;7095.0;1997;Mann;0.007470049330514447;Infektiöse Krankheiten
Tuberkulose;24.0;85+;4.0;7095.0;1997;Mann;0.0005637773079633545;Infektiöse Krankheiten
AIDS;161.0;85+;0.0;7095.0;1997;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;8308.0;85+;1151.0;7095.0;1997;Mann;0.16222692036645525;Bösartige Tumoren
Magen;409.0;85+;59.0;7095.0;1997;Mann;0.008315715292459478;Bösartige Tumoren
Dickdarm;616.0;85+;99.0;7095.0;1997;Mann;0.013953488372093023;Bösartige Tumoren
Lunge;1979.0;85+;121.0;7095.0;1997;Mann;0.017054263565891473;Bösartige Tumoren
Brust;10.0;85+;1.0;7095.0;1997;Mann;0.00014094432699083862;Bösartige Tumoren
Prostata;1276.0;85+;353.0;7095.0;1997;Mann;0.049753347427766034;Bösartige Tumoren
Diabetes mellitus;636.0;85+;134.0;7095.0;1997;Mann;0.018886539816772376;Diabetes mellitus
Demenz;659.0;85+;285.0;7095.0;1997;Mann;0.040169133192389;Demenz
Kreislaufsystem;11722.0;85+;3537.0;7095.0;1997;Mann;0.4985200845665962;Kreislaufsystem
Herzkrankheiten  insgesamt;8865.0;85+;2607.0;7095.0;1997;Mann;0.3674418604651163;Kreislaufsystem
Ischämische Herzkrankheiten;5712.0;85+;1447.0;7095.0;1997;Mann;0.20394644115574348;Kreislaufsystem
Lungenembolie;143.0;85+;39.0;7095.0;1997;Mann;0.0054968287526427064;Kreislaufsystem
